X,Y,OBJECTID_1,FID_,FID_1,name,descriptio,timestamp_,ObjectId,Lon,Lat,STATE_NAME,STATE_FIPS,Year,ID,sourceCountry,ENRICH_FID,areaType,bufferUnits,bufferUnitsAlias,bufferRadii,aggregationMethod,HasData,FedLandPt,CritHabPt,NLCDsnIcPt,NLCDfrstPt,NLCDssgPt,NLCDAgPt,NLCDWetPt,NLCDDevPt
-112.140200346248,40.4871009277772,1142,1141,852,Jul-70,"Report 38797: Woman recalls childhood experience of a terrifying night-time encounter while camping near Kennecott Copper mine
Class B; Salt Lake County",1970/07/17 00:00:00+00,853,-112.1402,40.4871,Utah,49,1970,41,US,1142,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,6.2,0,4.9,24.2,31.3,14.7,0.9,24
-111.348101861323,37.8057994763518,1143,1142,2821,May-94,"Report 2115: White creature in Utah desert exhibits scouting behavior on ridge above hikers
Class A; Garfield County",1994/05/19 00:00:00+00,2822,-111.3481,37.8058,Utah,49,1994,42,US,1143,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,95.3,0,33.1,15.3,48.3,2,0.4,1
-111.699199406968,40.3856967424805,1144,1143,2822,May-96,"Report 2352: Hiker has daylight sighting in Grove Creek Canyon
Class A; Utah County",1996/05/04 00:00:00+00,2823,-111.6992,40.3857,Utah,49,1996,43,US,1144,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,36.6,0,0.9,27.7,13,11.1,1.2,46.1
-110.931499165159,40.0280000149142,1145,1144,2823,Sep-77,"Report 3022: Nighttime encounter with campers near Duchesne, in Timber Canyon
Class A; Wasatch County",1977/09/15 00:00:00+00,2824,-110.9315,40.028,Utah,49,1977,44,US,1145,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,90.7,0,7.3,66.5,24.9,0,0,1.2
-111.749999136285,41.5000023595889,1146,1145,2824,1962,"Report 9962: Daylight sighting off Highway 89 in the Wasatch Mountains.
Class A; Weber County",1962/05/01 00:00:00+00,2825,-111.75,41.5,Utah,49,1962,45,US,1146,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,0,0,60.3,34.4,4.1,0,0.5
-109.899999657016,40.4999987992314,1147,1146,2825,Dec-04,"Report 10123: Night time road crossing northwest of Vernal,  Utah.
Class A; Uintah County",2004/12/25 00:00:00+00,2826,-109.9,40.5,Utah,49,2004,46,US,1147,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,14.4,0,0.1,34.4,36.1,21.3,5.2,2.8
-112.350001880854,38.2250020577392,1148,1147,2826,Aug-01,"Report 15336: Daytime sighting at Labaron Lake, Fishlake National Forest.
Class A; Beaver County",2006/08/15 00:00:00+00,2827,-112.35,38.225,Utah,49,2006,47,US,1148,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,83.7,0,0.2,54.4,36.8,7.1,0,1.5
-111.498803233387,41.4313473067515,1149,1148,2827,Oct-77,"Report 16470: Husband and wife recall daylight sighting while scouting for deer near Cave Spring off of Monte Cristo
Class A; Cache County",1977/10/19 00:00:00+00,2828,-111.4988,41.43135,Utah,49,1977,48,US,1149,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,38,0,0.1,68.1,31.2,0,0,0.6
-112.500002566996,38.0000013246591,1150,1149,2828,Nov-97,"Report 17287: Evening road crossing north of Panquitch.
Class A; Garfield County",1997/11/20 00:00:00+00,2829,-112.5,38,Utah,49,1997,49,US,1150,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,75.4,0,0.1,52.6,45,0.2,0,2
-111.544698161252,40.0444999521479,1151,1150,2829,Sep-05,"Report 23264: Husband and wife looking at fall colors have daytime sighting in Spanish Fork Canyon area
Class A; Utah County",2005/09/14 00:00:00+00,2830,-111.5447,40.0445,Utah,49,2005,0,US,1151,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,32.9,0,0.1,70.6,14.2,11.1,0.8,3.2
-111.528097294802,41.5342992603575,1152,1151,2830,Sep-99,"Report 23822: ATV riders descibe dusk encounter in the Monte Cristo Range
Class A; Cache County",1999/09/20 00:00:00+00,2831,-111.5281,41.5343,Utah,49,1999,1,US,1152,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,30.4,0,0,60,39,0,0,1
-111.083700723748,40.9212772410133,1153,1152,2831,Oct-04,"Report 25154: Two elk hunters & tall bipedal creature startle each other at Chalk Creek east of Coalville
Class A; Summit County",2004/10/15 00:00:00+00,2832,-111.0837,40.92128,Utah,49,2004,2,US,1153,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,0,1.2,83.4,14.5,0.1,0,0.3
-109.514299006627,40.8676525457309,1154,1153,2832,Dec-08,"Report 25265: Man watches a bigfoot in his headlights near Flaming Gorge
Class A; Daggett County",2008/12/07 00:00:00+00,2833,-109.5143,40.86765,Utah,49,2008,3,US,1154,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,85.6,0,0,56.2,34.4,0.1,0.2,1.9
-113.738204422015,37.1820021953753,1155,1154,2833,Feb-02,"Report 26179: Large, bipedal animal crosses road in front of couple near Santa Clara River
Class A; Washington County",2002/02/13 00:00:00+00,2834,-113.7382,37.182,Utah,49,2002,4,US,1155,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,39.3,15.1,0.1,7.6,83.8,1.7,0.6,6.1
-112.017903703468,41.7086027414325,1156,1155,2834,Oct-07,"Report 26948: Daylight sighting by hunter near rural homes in the Wellsville Mountains
Class A; Cache County",2006/10/21 00:00:00+00,2835,-112.0179,41.7086,Utah,49,2006,5,US,1156,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,25.8,0,0.1,22.3,11.2,52.8,7.6,5.2
-111.533298540297,41.9618067749831,1157,1156,2835,Jan-05,"Report 29013: Driver sees a Bigfoot cross the road while snowplowing Logan Canyon
Class A; Cache County",2005/01/05 00:00:00+00,2836,-111.5333,41.96181,Utah,49,2005,6,US,1157,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,87.3,0,0.1,73.3,24.6,0,0.5,1.5
-111.803799238651,40.9168922009353,1158,1157,2836,Mar-04,"Report 29690: Driver and passengers have late night sighting on mountain road in Bountiful Canyon
Class A; Davis County",2004/03/04 00:00:00+00,2837,-111.8038,40.91689,Utah,49,2004,7,US,1158,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,38.5,0,0.3,57.6,11,3.2,4.6,21.2
-120.000000941499,39.8075068395163,1159,1158,302,1932,"Report 24102: Recollections of numerous encounters at a logging camp during the Great Depression 
Class B; Buchanan County",1932/01/01 00:00:00+00,303,-120,39.80751,California,6,1932,8,US,1159,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,62.7,0,0,2.9,94.5,0.2,0.4,1.9
-117.156401875924,32.7152812192034,1160,1159,1253,Feb-81,"Report 2779: A Local Writer Discusses Her Experiences Pursuing Local Reports and Legends
Class C; San Diego County",1981/02/15 00:00:00+00,1254,-117.1564,32.71528,California,6,1981,9,US,1160,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,11.7,1.1,0.6,0.1,1,0,0.2,71.4
-119.643603335677,37.3594384555394,1161,1160,1407,Oct-88,"Report 83: Early dawn sighting by hunters near Bass Lake
Class A; Madera County",1988/10/01 00:00:00+00,1408,-119.6436,37.35944,California,6,1988,10,US,1161,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,18.2,0,0,74.7,20,0,0,5.2
-119.983301260367,38.9333288717005,1162,1161,1408,Jun-00,"Report 147: Sound reports from resident in South Lake Tahoe
Class A; El Dorado County",2000/06/15 00:00:00+00,1409,-119.9833,38.93333,California,6,2000,11,US,1162,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,64.8,0,1.6,51.3,24.4,0,0.9,13.4
-120.091395538505,38.9575025194913,1163,1162,1409,Sep-00,"Report 353: Night sighting by two motorists near Lake Tahoe
Class A; El Dorado County",2000/09/23 00:00:00+00,1410,-120.0914,38.9575,California,6,2000,12,US,1163,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,47.7,0,2.8,35.3,19.1,0,0.2,2.8
-124.162497524065,40.8022214762288,1164,1163,1410, 1957 or 58,"Report 528: Three children have daytime sighting near Eureka
Class A; Humboldt County",1957/06/01 00:00:00+00,1411,-124.1625,40.80222,California,6,1957,13,US,1164,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,6.3,0.1,0.5,13.6,7,17.1,6.4,20.8
-119.835995520077,38.2808512462041,1165,1164,1411,Nov-97,"Report 615: Sighting by woman in Eagle Meadow, above Strawberry
Class A; Tuolumne County",1997/11/15 00:00:00+00,1412,-119.836,38.28085,California,6,1997,14,US,1165,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,96.7,0,5.3,56.4,37.7,0,0.4,0.1
-121.913897586927,40.3355570164308,1166,1165,1412,November 1968 or 69,"Report 849: Girl has daytime sighting near Payne's Creek
Class A; Tehama County",1968/11/01 00:00:00+00,1413,-121.9139,40.33556,California,6,1968,15,US,1166,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,1.5,0.4,0,30.8,65.6,0.3,0,3.2
-119.211899959588,37.2338873277271,1167,1166,1413,Dec-97,"Report 865: Two 4-wheelers have night sighting above Huntington Lake
Class A; Fresno County",1997/12/18 00:00:00+00,1414,-119.2119,37.23389,California,6,1997,16,US,1167,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,94.2,0,0.4,73.4,21.6,0,0.1,0.8
-119.906504286728,38.1767723319376,1168,1167,1414,"June 1994,1995","Report 868: Campers have sighting above Pinecrest
Class A; Tuolumne County",1994/06/01 00:00:00+00,1415,-119.9065,38.17677,California,6,1994,17,US,1168,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,99.3,0,6.8,70.3,22.6,0,0.1,0
-120.678103216869,41.4100002309413,1169,1168,1415,Jul-74,"Report 875: Man has sighting near Alturas
Class A; Modoc County",1974/06/01 00:00:00+00,1416,-120.6781,41.41,California,6,1974,18,US,1169,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,39.3,0,5.9,10.2,69.5,7.3,2.6,3.9
-120.204996489335,38.9300026034959,1170,1169,1416,Jul-00,"Report 913: Hikers see creature in Desolation Wilderness
Class A; El Dorado County",2000/07/01 00:00:00+00,1417,-120.205,38.93,California,6,2000,19,US,1170,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,93.9,0,10.3,33.7,54.3,0,0.2,0
-119.983301260367,38.9333288717005,1171,1170,1417,Apr-96,"Report 919: Car passenger has nighttime sighting near Lake Tahoe
Class A; El Dorado County",1996/04/10 00:00:00+00,1418,-119.9833,38.93333,California,6,1996,20,US,1171,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,64.8,0,1.6,51.3,24.4,0,0.9,13.4
-120.135799262999,38.8600030234364,1172,1171,1418,Apr-93,"Report 1055: Two hikers have morning sighting in the Desolation Wilderness
Class A; El Dorado County",1993/04/01 00:00:00+00,1419,-120.1358,38.86,California,6,1993,21,US,1172,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,95,0,7.7,58.4,29,0,0.3,1.6
-118.997499050727,37.3586101867537,1173,1172,1419,Oct-95,"Report 1068: Two fisherman have daytime sighting above Huntington Lake
Class A; Fresno County",1995/10/29 00:00:00+00,1420,-118.9975,37.35861,California,6,1995,22,US,1173,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,100,0,6.7,63.7,22.4,0,0.4,0.1
-120.187703920116,38.0661513543023,1174,1173,1420,August 1978/79,"Report 1090: Girl has daytime sighting near Twain Harte
Class A; Tuolumne County",1978/08/01 00:00:00+00,1421,-120.1877,38.06615,California,6,1978,23,US,1174,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,75.6,0,0,84.1,12.8,0,0,2.8
-118.848899736428,36.1022213243029,1175,1174,1421,Aug-55,"Report 1229: Boy Scout has late night sighting above Porterville
Class A; Tulare County",1955/08/01 00:00:00+00,1422,-118.8489,36.10222,California,6,1955,24,US,1175,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,6.2,62.4,0,10.5,84.4,0.9,0.5,3.8
-119.981100387921,38.1975308430607,1176,1175,1422,Jul-78,"Report 1301: Three witnesses have daytime sighting near Strawberry
Class A; Tuolumne County",1978/07/30 00:00:00+00,1423,-119.9811,38.19753,California,6,1978,25,US,1176,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,94.4,0,6.2,57.6,33.9,0,0.6,0.9
-122.4305995552,41.4583292872992,1177,1176,1423,Mar-99,"Report 1391: Man has late night sighting north of Redding
Class A; Siskiyou County",1999/03/04 00:00:00+00,1424,-122.4306,41.45833,California,6,1999,26,US,1177,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,40.1,2.9,9,43.3,32,4.8,1,8.1
-122.383896143578,41.4280604893041,1178,1177,1424,1966,"Report 1473: Family has early evening sighting near Weed
Class A; Siskiyou County",1966/09/01 00:00:00+00,1425,-122.3839,41.42806,California,6,1966,27,US,1178,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,38.7,0,8.8,56.9,23.2,2.7,0,8.4
-119.264199875429,38.0480578392606,1179,1178,1425,Jul-77,"Report 1510: Brothers have early evening sighting near Lee Vining
Class A; Mono County",1977/07/01 00:00:00+00,1426,-119.2642,38.04806,California,6,1977,28,US,1179,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,85.6,0,8.5,20.6,67.3,0,1.2,1.9
-122.732496372734,40.6355630437829,1180,1179,1426, 1978 or 79,"Report 1653: Husband and wife have late night sighting on Highway 299
Class A; Shasta County",1978/10/01 00:00:00+00,1427,-122.7325,40.63556,California,6,1978,29,US,1180,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,64.9,0,0,73.8,22.1,0,0,4
-120.233904275178,38.0389811041298,1181,1180,1427,Oct-83,"Report 1919: Friends have night sighting above Sonora
Class A; Tuolumne County",1983/10/25 00:00:00+00,1428,-120.2339,38.03898,California,6,1983,30,US,1181,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,3.6,0,0,54.6,34.2,0,0,10.9
-118.130301408049,36.0527781765877,1182,1181,1428,May 1987-88,"Report 2794: Woman has early evening sighting near Kennedy Meadows
Class A; Tulare County",1987/05/31 00:00:00+00,1429,-118.1303,36.05278,California,6,1987,31,US,1182,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,92.1,0,0,30.8,68.5,0,0.1,0.6
-119.863304304714,38.2666126164997,1183,1182,1429,Jun-93,"Report 2886: A Wildlife Biologist observes a large upright walking animal near Pinecrest
Class A; Tuolumne County",1993/06/15 00:00:00+00,1430,-119.8633,38.26661,California,6,1993,32,US,1183,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,99.1,0,7.2,51.1,40,0,0.7,0.1
-122.995801565662,41.8241683696053,1184,1183,1430,Aug-44,"Report 2896: Sister and brother see 3 creatures near Yreka
Class A; Siskiyou County",1944/08/01 00:00:00+00,1431,-122.9958,41.82417,California,6,1944,33,US,1184,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,48.2,17,0,62.5,29.9,0.1,0,7.2
-123.131698701843,41.3657006986853,1185,1184,1431,Jul-00,"Report 2928: Eighteen campers find hut; videotape distressed bigfoot walking down mountain ridge
Class A; Siskiyou County",2000/07/20 00:00:00+00,1432,-123.1317,41.3657,California,6,2000,34,US,1185,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,99.9,30.5,0,80.4,19.2,0,0,0.4
-122.583304170347,38.2558277648908,1186,1185,1432,1991,"Report 3169: Man sees creature crossing road near Petaluma
Class A; Sonoma County",1991/01/01 00:00:00+00,1433,-122.5833,38.25583,California,6,1991,35,US,1186,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,0.5,0,4,71.4,7.5,0.3,16.4
-120.89079732669,39.2127767012589,1187,1186,1433,Jun-78,"Report 3421: Family has unusual experience outside Grass Valley
Class A; Nevada County",1978/06/01 00:00:00+00,1434,-120.8908,39.21278,California,6,1978,36,US,1187,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,32.9,0,0,84.1,12.3,0,0,3.1
-119.25689657217,37.9111083256874,1188,1187,1434,Aug-98,"Report 3672: Late night sighting by motorists travelling through Tioga Pass (Yosemite), a few miles beyond Crane Flat Campground
Class A; Tuolumne County",1998/08/01 00:00:00+00,1435,-119.2569,37.91111,California,6,1998,37,US,1188,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,97.8,0,23.5,33.6,38.5,0,2,1.1
-116.862500064419,33.2674986564607,1189,1188,1435,Jul-93,"Report 4446: Daytime sighting by hiker on La Jolla Indian Reservation.
Class A; San Diego County",1993/07/04 00:00:00+00,1436,-116.8625,33.2675,California,6,1993,38,US,1189,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,24.5,1.6,0.1,28.2,67.8,1.4,0.1,2.5
-122.270304175901,41.2136077717929,1190,1189,1436,Jun-01,"Report 4630: Afternoon sighting by hiker outside Dunsmuir
Class A; Siskiyou County",2001/06/15 00:00:00+00,1437,-122.2703,41.21361,California,6,2001,39,US,1190,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,17.5,0,0.4,80.4,13.8,0,0.1,5.4
-120.265300394358,39.3225015535018,1191,1190,1437,1956,"Report 4946: Teenager has daytime sighting near Truckee
Class A; Nevada County",1956/10/01 00:00:00+00,1438,-120.2653,39.3225,California,6,1956,40,US,1191,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,27.8,0,1.1,58,28.7,0,0.1,7.6
-121.615603013682,40.9291098548605,1192,1191,1438,1994,"Report 6429: Woman recalls a nighttime sighting on Hwy. 299 near Burney
Class A; Shasta County",1994/09/15 00:00:00+00,1439,-121.6156,40.92911,California,6,1994,41,US,1192,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,32.6,2.8,0.5,72,18.7,4.1,0,4.6
-123.481700302842,39.6883294977031,1193,1192,1439,1987,"Report 6521: Woman hears late night scream and has close encounter near Laytonville
Class A; Mendocino County",1987/06/01 00:00:00+00,1440,-123.4817,39.68833,California,6,1987,42,US,1193,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,4.2,5.2,0,54.3,36.1,1,0.5,7.9
-120.013296007704,38.8555610512168,1194,1193,1440,Jul-03,"Report 6639: Couple have night sighting near Lake Tahoe
Class A; El Dorado County",2003/07/20 00:00:00+00,1441,-120.0133,38.85556,California,6,2003,43,US,1194,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,63.9,0,2.5,44.4,31.3,0,1.6,18.2
-119.983301260367,38.9333288717005,1195,1194,1441,Jan-83,"Report 6746: Man has sighting after massive landslide on Highway 50
Class A; El Dorado County",1983/01/01 00:00:00+00,1442,-119.9833,38.93333,California,6,1983,44,US,1195,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,64.8,0,1.6,51.3,24.4,0,0.9,13.4
-123.8691975838,40.2663886489967,1196,1195,1442,Aug-63,"Report 6961: Teen has daytime sighting near Myers Flat
Class A; Humboldt County",1963/08/01 00:00:00+00,1443,-123.8692,40.26639,California,6,1963,45,US,1196,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,70.3,0.9,88.1,4.1,0,0.5,5.3
-123.8691975838,40.2663886489967,1197,1196,1443,Jul-65,"Report 6963: Teens have unusual experience near Myers Flat
Class A; Humboldt County",1965/07/01 00:00:00+00,1444,-123.8692,40.26639,California,6,1965,46,US,1197,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,70.3,0.9,88.1,4.1,0,0.5,5.3
-121.495004186789,36.2485022941175,1198,1197,1444,April 93/95,"Report 7334: Daytime sightings by Forest Service employee near Arroyo Seco
Class A; Monterey County",1993/04/01 00:00:00+00,1445,-121.495,36.2485,California,6,1993,47,US,1198,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,81.8,1.1,0.3,52.2,45.8,0.2,0.2,1.2
-122.377500138755,40.8874994959756,1199,1198,1445,Aug-77,"Report 7555: Two Young Fishermen Have Mid-day Encounter at Lake Shasta
Class A; Shasta County",1977/08/01 00:00:00+00,1446,-122.3775,40.8875,California,6,1977,48,US,1199,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,60.6,0,0.1,52.8,36.1,1.8,0,5
-122.178101095139,39.9277799363581,1200,1199,1446,October 72-73,"Report 7731: Hunting Partners Have Early Morning Roadway Sighting
Class A; Tehama County",1973/10/15 00:00:00+00,1447,-122.1781,39.92778,California,6,1973,49,US,1200,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,0.1,1,0.1,48.1,36.4,0.7,13.5
-121.016103325672,39.2636093509105,1201,1200,1447,Jan-04,"Report 7804: Family has two late night sightings near Nevada City
Class A; Nevada County",2004/01/04 00:00:00+00,1448,-121.0161,39.26361,California,6,2004,0,US,1201,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,4.6,1,0,76.5,9.2,0,0,14
-123.481700302842,39.6883294977031,1202,1201,1448,Sep-74,"Report 7860: Hunter has daytime sighting near Dos Rios
Class A; Mendocino County",1974/09/01 00:00:00+00,1449,-123.4817,39.68833,California,6,1974,1,US,1202,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,4.2,5.2,0,54.3,36.1,1,0.5,7.9
-118.971995879811,37.5702985987664,1203,1202,1450,Sep-72,"Report 8487: Hiking boy has close encounter in High Sierra
Class A; Inyo County",1972/09/15 00:00:00+00,1451,-118.972,37.5703,California,6,1972,2,US,1203,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,87.6,0,13.8,45.6,31.6,0,0.2,7.3
-120.58360044898,38.7213879504123,1204,1203,1451,2003,"Report 8595: Man has early morning sighting near Sly Park
Class A; El Dorado County",2003/09/01 00:00:00+00,1452,-120.5836,38.72139,California,6,2003,3,US,1204,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,19,0.6,0,72.2,21.7,0,0.1,3.9
-121.580002778972,39.2050017514626,1205,1204,1452,Jul-65,"Report 9202: Man remembers childhood daytime sighting along the Feather River
Class A; Sutter County",1965/07/01 00:00:00+00,1453,-121.58,39.205,California,6,1965,4,US,1205,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,0.5,0.2,1.1,12.2,71.9,4.4,8.7
-124.000001272321,40.4650020975321,1206,1205,1453,Jul-92,"Report 9283: Early morning sighting by motorist along the Eel River
Class A; Humboldt County",1992/07/12 00:00:00+00,1454,-124,40.465,California,6,1992,5,US,1206,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,10.9,2.6,77.4,11.1,2.6,0.9,4
-119.211899959588,37.2338873277271,1207,1206,1454,Oct-01,"Report 9296: Hunter has daytime sighting near Huntington Lake
Class A; Fresno County",2001/10/25 00:00:00+00,1455,-119.2119,37.23389,California,6,2001,6,US,1207,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,94.2,0,0.4,73.4,21.6,0,0.1,0.8
-118.74020358705,36.0438010214165,1208,1207,1455,May-00,"Report 9357: Workers have daytime sighting on Tule River Indian Reservation
Class A; Tulare County",2000/05/01 00:00:00+00,1456,-118.7402,36.0438,California,6,2000,7,US,1208,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0.3,0,0,47.2,52.5,0,0.1,0.2
-120.32749974463,39.3191727644694,1209,1208,1456,Aug-04,"Report 9555: Retired Law Enforcement Officer Has Daytime Sighting
Class A; Nevada County",2004/08/16 00:00:00+00,1457,-120.3275,39.31917,California,6,2004,8,US,1209,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,39,0,1.2,57.9,33.4,0,0.3,4.8
-120.243399467731,38.0311981282581,1210,1209,1457,Dec-03,"Report 10980: Man has late night sighting near Twain Harte
Class A; Tuolumne County",2003/12/24 00:00:00+00,1458,-120.2434,38.0312,California,6,2003,9,US,1210,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,2.5,0,0,53.7,34.7,0,0,11.3
-121.699999734625,37.0000015263206,1211,1210,1458, 1998-2004,"Report 11162: Family has sightings and encounters in Santa Cruz mountains
Class A; Santa Cruz County",2004/10/01 00:00:00+00,1459,-121.7,37,California,6,2004,10,US,1211,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,2.5,0.1,39.2,32.4,11,0.6,16.6
-122.166701474184,40.7499975428075,1212,1211,1459, 1970  1990,"Report 11496: Lady has two Northern California sightings, over a 20year period.
Class A; Shasta County",1997/07/15 00:00:00+00,1460,-122.1667,40.75,California,6,1997,11,US,1212,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,81.7,0,0,69.2,23,0,0,0
-123.549999213894,40.850001286882,1213,1212,1460,Oct-88,"Report 11576: Woman has close up night sighting in car lights on Highway 299
Class A; Humboldt County",1988/10/15 00:00:00+00,1461,-123.55,40.85,California,6,1988,12,US,1213,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,86.1,16.6,0.1,86,8.7,0,0,4
-120.603300503161,38.9033309165806,1214,1213,1461,2004,"Report 11656: Couple Has Early Evening Encounter Near Stumpy Meadow Reservoir
Class A; El Dorado County",2004/11/01 00:00:00+00,1462,-120.6033,38.90333,California,6,2004,13,US,1214,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,25,0,0,79.8,15.7,0,1.6,1.5
-120.200998986321,36.7817999601784,1215,1214,1462,Jun-91,"Report 11897: Three young adults encounter large aggressive biped while fishing the San Joaquin River
Class A; Fresno County",1991/06/28 00:00:00+00,1463,-120.201,36.7818,California,6,1991,14,US,1215,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,0,0.2,2.6,0,7.3,82.3,0.7,6.9
-122.278002737886,40.7974001190697,1216,1215,1463,2001,"Report 11986: Daylight sighting by guide and two tourists at Lake Shasta Caverns
Class A; Shasta County",2001/03/15 00:00:00+00,1464,-122.278,40.7974,California,6,2001,15,US,1216,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,87.9,0,0.1,47.4,31.6,0,0,1.7
-121.714597357992,36.3778985834029,1217,1216,1465,Jun-86,"Report 12292: Daylight sighting by hikers in Ventana Wilderness
Class A; Monterey County",1986/06/15 00:00:00+00,1466,-121.7146,36.3779,California,6,1986,16,US,1217,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,62.3,21.1,0.1,67.7,31.2,0.1,0.3,0.6
-123.349998299037,41.7500006054431,1218,1217,1466,Mar-67,"Report 12294: Daylight sighting near Happy Camp
Class A; Siskiyou County",1967/03/10 00:00:00+00,1467,-123.35,41.75,California,6,1967,17,US,1218,RingBuffer,esriMiles,Miles,1,BlockApportionment:Landscape.huc12,1,98.8,15.1,0.1,83.8,12.2,0,0,3.9
